N iter1 iter2 matriz
10260 0.003055 0.002317 0.030238
10261 0.002955 0.002316 0.029987
10262 0.002973 0.002317 0.029311
10263 0.00297 0.002328 0.029737
10264 0.003119 0.002385 0.029506
10265 0.002987 0.00242 0.029441
10266 0.003005 0.002323 0.030817
10267 0.002967 0.002319 0.029576
10268 0.003038 0.002327 0.029454
10269 0.0031 0.002352 0.030393
10270 0.002978 0.002348 0.030742
10271 0.002955 0.002362 0.02967
10272 0.002992 0.00242 0.030141
10273 0.002968 0.002476 0.029429
10274 0.002968 0.002326 0.0295
10275 0.003207 0.002438 0.029665
10276 0.003187 0.002328 0.029388
10277 0.003006 0.002321 0.029556
10278 0.002954 0.002327 0.029405
10279 0.00309 0.002326 0.029648
10280 0.00296 0.002339 0.029585
10281 0.002974 0.002346 0.029622
10282 0.002965 0.002523 0.029244
10283 0.003015 0.002428 0.030414
10284 0.003141 0.002327 0.033919
10285 0.003048 0.002977 0.044068
10286 0.004228 0.003301 0.046483
10287 0.004352 0.003344 0.037335
10288 0.003359 0.002543 0.03247
10289 0.003235 0.002587 0.03331
10290 0.003853 0.002989 0.032933
10291 0.003454 0.003083 0.032194
10292 0.003237 0.00262 0.032254
10293 0.003287 0.002535 0.032319
10294 0.00325 0.00254 0.032043
10295 0.003257 0.002535 0.032293
10296 0.003242 0.00254 0.03243
10297 0.003237 0.002655 0.032474
10298 0.00325 0.002572 0.032599
10299 0.003274 0.002698 0.034229
10300 0.00346 0.002768 0.034347
10301 0.00324 0.002563 0.034766
10302 0.003782 0.00257 0.03412
10303 0.003591 0.002634 0.033588
10304 0.003345 0.002608 0.034463
10305 0.003338 0.002539 0.033229
10306 0.003276 0.002574 0.03379
10307 0.003633 0.00259 0.03227
10308 0.003256 0.002545 0.032466
10309 0.003356 0.00265 0.033131
10310 0.003342 0.00255 0.032294
10311 0.003316 0.002567 0.033219
10312 0.003431 0.00254 0.033865
10313 0.003288 0.002636 0.034269
10314 0.003657 0.002551 0.033641
10315 0.003441 0.002542 0.03381
10316 0.00334 0.002709 0.034222
10317 0.003273 0.002569 0.03392
10318 0.003556 0.002576 0.034103
10319 0.003662 0.002551 0.032551
10320 0.003292 0.00266 0.032361
10321 0.003467 0.002599 0.032375
10322 0.003264 0.002569 0.040788
10323 0.003602 0.003317 0.039718
10324 0.003527 0.002649 0.033579
10325 0.003296 0.002663 0.033
10326 0.003255 0.002575 0.033754
10327 0.003249 0.002789 0.032708
10328 0.003596 0.002888 0.033286
10329 0.003302 0.002681 0.037761
10330 0.003738 0.002554 0.032996
10331 0.003254 0.002644 0.032405
10332 0.003257 0.002564 0.036369
10333 0.003406 0.002555 0.033283
10334 0.00333 0.003116 0.044489
10335 0.003556 0.002802 0.038552
10336 0.00401 0.003335 0.03955
10337 0.003861 0.002678 0.044753
10338 0.004114 0.003297 0.039485
10339 0.004324 0.003277 0.043139
10340 0.004187 0.003314 0.045625
10341 0.00391 0.002897 0.036326
10342 0.003542 0.002661 0.03603
10343 0.003508 0.002934 0.035034
10344 0.003633 0.002587 0.035862
10345 0.003401 0.00258 0.035854
10346 0.003688 0.002648 0.03498
10347 0.003401 0.002637 0.038021
10348 0.003373 0.002559 0.033419
10349 0.003291 0.002587 0.035403
10350 0.003248 0.002574 0.033212
10351 0.003301 0.00277 0.032793
10352 0.003406 0.002586 0.043909
10353 0.004159 0.00322 0.045982
10354 0.004255 0.002597 0.034693
10355 0.003278 0.00255 0.035845
10356 0.003745 0.002573 0.036824
10357 0.00392 0.00305 0.036614
10358 0.003784 0.003355 0.038433
10359 0.003687 0.003329 0.039091
10360 0.003591 0.002677 0.035137
10361 0.003842 0.002593 0.034535
10362 0.003263 0.002625 0.037227
10363 0.003865 0.002746 0.036947
10364 0.004529 0.003055 0.038431
10365 0.004348 0.003019 0.040144
10366 0.003323 0.002869 0.040454
10367 0.003611 0.002573 0.034602
10368 0.003346 0.002656 0.035779
10369 0.003245 0.002627 0.033956
10370 0.003542 0.002587 0.034878
10371 0.003786 0.002697 0.034276
10372 0.003297 0.002582 0.034161
10373 0.003357 0.002555 0.033829
10374 0.003427 0.002555 0.033779
10375 0.003342 0.002863 0.034735
10376 0.003606 0.002585 0.035217
10377 0.003753 0.002826 0.04049
10378 0.003345 0.003205 0.04027
10379 0.004161 0.003323 0.044956
10380 0.003592 0.002834 0.054252
10381 0.005426 0.004277 0.059243
10382 0.005287 0.003361 0.058365
10383 0.005529 0.004287 0.05973
10384 0.005348 0.004333 0.057025
10385 0.004294 0.004151 0.046849
10386 0.004759 0.004224 0.050362
10387 0.004374 0.003361 0.046337
10388 0.004956 0.003824 0.0471
10389 0.005324 0.004259 0.046398
10390 0.00431 0.00332 0.044515
10391 0.004224 0.003668 0.046553
10392 0.004828 0.00345 0.049224
10393 0.004288 0.003319 0.045271
10394 0.004244 0.00341 0.050476
10395 0.004445 0.003383 0.045769
10396 0.004596 0.003366 0.044186
10397 0.004277 0.003364 0.046425
10398 0.004358 0.00334 0.049407
10399 0.005268 0.003524 0.044539
10400 0.004332 0.003358 0.046126
10401 0.004246 0.003337 0.045188
10402 0.004299 0.004286 0.045281
10403 0.004489 0.004222 0.050955
10404 0.00424 0.003322 0.0475
10405 0.004549 0.004461 0.045153
10406 0.004968 0.004253 0.053778
10407 0.004291 0.003476 0.044947
10408 0.005246 0.004015 0.045894
10409 0.004697 0.003381 0.046429
10410 0.004594 0.003339 0.046699
10411 0.00443 0.003713 0.049827
10412 0.004599 0.00348 0.04506
10413 0.004334 0.003346 0.049621
10414 0.004439 0.0034 0.04544
10415 0.005564 0.004284 0.047528
10416 0.004296 0.003595 0.045486
10417 0.004453 0.00338 0.043657
10418 0.005035 0.004184 0.045301
10419 0.00429 0.003396 0.045383
10420 0.004348 0.003371 0.045111
10421 0.004245 0.003332 0.04717
10422 0.004751 0.003518 0.049721
10423 0.004759 0.003348 0.04794
10424 0.005439 0.004451 0.056204
10425 0.004344 0.004222 0.054848
10426 0.004339 0.003559 0.055812
10427 0.005525 0.004408 0.060639
10428 0.005467 0.00424 0.053345
10429 0.004779 0.003361 0.048201
10430 0.00425 0.003435 0.046964
10431 0.005281 0.003926 0.045905
10432 0.004548 0.003381 0.047833
10433 0.004235 0.003476 0.045999
10434 0.004695 0.004499 0.046617
10435 0.004459 0.003971 0.052091
10436 0.005364 0.004242 0.051232
10437 0.005419 0.004514 0.055328
10438 0.005729 0.003692 0.045453
10439 0.004429 0.004364 0.050892
10440 0.004422 0.003715 0.057432
10441 0.00542 0.004258 0.058503
10442 0.005413 0.00427 0.05367
10443 0.004016 0.002859 0.039153
10444 0.004602 0.003349 0.037565
10445 0.003644 0.002869 0.039223
10446 0.003628 0.002874 0.041512
10447 0.003969 0.003188 0.038593
10448 0.003801 0.003072 0.048494
10449 0.00371 0.003239 0.044559
10450 0.003736 0.002994 0.039998
10451 0.003947 0.002971 0.037754
10452 0.003761 0.002843 0.036831
10453 0.003623 0.002851 0.042584
10454 0.004121 0.002831 0.038433
10455 0.003653 0.002839 0.037467
10456 0.003787 0.003007 0.038321
10457 0.003836 0.002975 0.038091
10458 0.004586 0.003603 0.038701
10459 0.003954 0.002944 0.037967
10460 0.003684 0.002881 0.038966
10461 0.003841 0.003056 0.036694
10462 0.004168 0.002836 0.040288
10463 0.003949 0.002883 0.038741
10464 0.003603 0.002937 0.037168
10465 0.003646 0.002843 0.039725
10466 0.003644 0.002898 0.037133
10467 0.003932 0.003152 0.044787
10468 0.003708 0.002919 0.046792
10469 0.003921 0.003034 0.038514
10470 0.003731 0.003058 0.038425
10471 0.003865 0.002972 0.044289
10472 0.003888 0.002908 0.039069
10473 0.003709 0.003165 0.040121
10474 0.003834 0.002877 0.036787
10475 0.003929 0.003398 0.038295
10476 0.003679 0.002881 0.041976
10477 0.00363 0.002889 0.038244
10478 0.003622 0.002845 0.041659
10479 0.004156 0.003063 0.037261
10480 0.003672 0.002856 0.037368
10481 0.003628 0.002851 0.036567
10482 0.003626 0.003281 0.037225
10483 0.003618 0.002882 0.036225
10484 0.003631 0.002836 0.038312
10485 0.003617 0.002931 0.037403
10486 0.003638 0.002847 0.036444
10487 0.003628 0.00284 0.03734
10488 0.003628 0.002849 0.037467
10489 0.003814 0.002918 0.037231
10490 0.003802 0.002963 0.036682
10491 0.00362 0.002843 0.036992
10492 0.003757 0.002854 0.036936
10493 0.003665 0.002849 0.036455
10494 0.003647 0.002875 0.036214
10495 0.003907 0.002852 0.036663
10496 0.00368 0.002845 0.037432
10497 0.003957 0.002878 0.036955
10498 0.003746 0.003248 0.040794
10499 0.004741 0.00369 0.044985
10500 0.003807 0.003499 0.041693
10501 0.003659 0.002852 0.036627
10502 0.003712 0.002998 0.043332
10503 0.00441 0.003191 0.038959
10504 0.003636 0.002859 0.038509
10505 0.004457 0.002862 0.039847
10506 0.00383 0.003549 0.041359
10507 0.00381 0.00346 0.040999
10508 0.003792 0.003114 0.038548
10509 0.00364 0.002906 0.036443
10510 0.003734 0.002858 0.039283
10511 0.003889 0.003306 0.037789
10512 0.003674 0.002853 0.037338
10513 0.003631 0.002861 0.039165
10514 0.003647 0.002855 0.039561
10515 0.004166 0.003209 0.04231
10516 0.005014 0.00383 0.043151
10517 0.003841 0.003043 0.038158
10518 0.004023 0.003491 0.036622
10519 0.003627 0.002864 0.036943
10520 0.003802 0.002851 0.03826
10521 0.00384 0.003799 0.047253
10522 0.004698 0.003634 0.054198
10523 0.004695 0.003635 0.047929
10524 0.004152 0.003026 0.038138
10525 0.004029 0.002999 0.040102
10526 0.004413 0.003424 0.040238
10527 0.004144 0.003441 0.03839
10528 0.003353 0.002984 0.043357
10529 0.003555 0.003461 0.044254
10530 0.004216 0.003346 0.041588
10531 0.004381 0.00325 0.045305
10532 0.003906 0.003018 0.040665
10533 0.003888 0.003437 0.041319
10534 0.003869 0.002892 0.040397
10535 0.003515 0.003158 0.03721
10536 0.003769 0.002716 0.037097
10537 0.003885 0.002767 0.03873
10538 0.003348 0.002651 0.036301
10539 0.00369 0.002868 0.038616
10540 0.003639 0.003442 0.040993
10541 0.003544 0.002808 0.03522
10542 0.003319 0.002597 0.033446
10543 0.003358 0.002605 0.033082
10544 0.003551 0.002632 0.033522
10545 0.003424 0.002602 0.034211
10546 0.003471 0.002628 0.033574
10547 0.003326 0.002604 0.035044
10548 0.004084 0.002703 0.035761
10549 0.004236 0.003316 0.044242
10550 0.003732 0.002803 0.042835
10551 0.004695 0.003487 0.041081
10552 0.004367 0.002656 0.038742
10553 0.00435 0.003574 0.044098
10554 0.004275 0.003298 0.041426
10555 0.003999 0.003177 0.040716
10556 0.004325 0.003321 0.044342
10557 0.003794 0.002908 0.036199
10558 0.003561 0.002913 0.040515
10559 0.003534 0.002952 0.038737
10560 0.004055 0.002651 0.037829
10561 0.003711 0.003065 0.038218
10562 0.003355 0.002719 0.039891
10563 0.003891 0.002816 0.036648
10564 0.004551 0.002961 0.038034
10565 0.003435 0.002804 0.040805
10566 0.003371 0.002877 0.039695
10567 0.003474 0.002613 0.036741
10568 0.003664 0.002865 0.039844
10569 0.004662 0.003322 0.03881
10570 0.003476 0.003029 0.039537
10571 0.003831 0.002835 0.038209
10572 0.00361 0.00299 0.037856
10573 0.004264 0.003283 0.039335
10574 0.003394 0.00291 0.038973
10575 0.00422 0.003329 0.038879
10576 0.004415 0.003053 0.040173
10577 0.004701 0.003442 0.040068
10578 0.003402 0.002795 0.034693
10579 0.003334 0.002913 0.035738
10580 0.00338 0.002657 0.033462
10581 0.003329 0.002633 0.033311
10582 0.003342 0.00264 0.033451
10583 0.003377 0.002611 0.033331
10584 0.003334 0.003011 0.035468
10585 0.004571 0.002763 0.033168
10586 0.003322 0.002607 0.033299
10587 0.003457 0.002608 0.033903
10588 0.003368 0.002608 0.034363
10589 0.003647 0.002769 0.033754
10590 0.003369 0.002609 0.038137
10591 0.003383 0.002781 0.039576
10592 0.003616 0.002874 0.038271
10593 0.003693 0.002615 0.038177
10594 0.004205 0.003209 0.03716
10595 0.004033 0.003226 0.041541
10596 0.003564 0.002619 0.03877
10597 0.004184 0.00301 0.037804
10598 0.003844 0.002977 0.037618
10599 0.003799 0.002641 0.040426
10600 0.004213 0.002896 0.03874
10601 0.003763 0.00298 0.040076
10602 0.004567 0.003173 0.038274
10603 0.00364 0.003622 0.03935
10604 0.003675 0.002796 0.042215
10605 0.003458 0.002996 0.041497
10606 0.003383 0.002788 0.037884
10607 0.004445 0.002731 0.038927
10608 0.003927 0.003487 0.038326
10609 0.003443 0.002663 0.040278
10610 0.004097 0.002819 0.036902
10611 0.003856 0.002991 0.040821
10612 0.003765 0.003317 0.040186
10613 0.003704 0.00299 0.038987
10614 0.003845 0.003073 0.0395
10615 0.004026 0.003117 0.037297
10616 0.003828 0.003198 0.036074
10617 0.003577 0.002415 0.03813
10618 0.003911 0.003076 0.035741
10619 0.003188 0.003039 0.034002
10620 0.003929 0.002697 0.036043
10621 0.003132 0.002522 0.037233
10622 0.003321 0.002406 0.033886
10623 0.003491 0.002691 0.031534
10624 0.003314 0.002425 0.031425
10625 0.003098 0.0024 0.03082
10626 0.003051 0.002444 0.030488
10627 0.003108 0.002415 0.030687
10628 0.003132 0.002447 0.033299
10629 0.003077 0.002406 0.039443
10630 0.003581 0.002917 0.040618
10631 0.004019 0.003133 0.037236
10632 0.003198 0.002977 0.038854
10633 0.003757 0.002484 0.041405
10634 0.003938 0.003011 0.036173
10635 0.003372 0.002509 0.036457
10636 0.004048 0.003085 0.035156
10637 0.004177 0.002566 0.034716
10638 0.003307 0.002472 0.035572
10639 0.004035 0.003013 0.037029
10640 0.003515 0.00245 0.035498
10641 0.003591 0.002504 0.037421
10642 0.003714 0.003178 0.041635
10643 0.003531 0.002635 0.035375
10644 0.003894 0.002611 0.034354
10645 0.003125 0.002418 0.035024
10646 0.004008 0.002498 0.037058
10647 0.003361 0.002773 0.037415
10648 0.003494 0.002452 0.037478
10649 0.004097 0.003109 0.042698
10650 0.004157 0.003116 0.036457
10651 0.003909 0.002521 0.034435
10652 0.003085 0.002426 0.033853
10653 0.003135 0.002654 0.035482
10654 0.00368 0.003448 0.040825
10655 0.003331 0.002912 0.036758
10656 0.003164 0.002742 0.038303
10657 0.003948 0.002809 0.040267
10658 0.00313 0.003062 0.036736
10659 0.003841 0.002974 0.040109
10660 0.004182 0.002677 0.042389
10661 0.003906 0.003057 0.04286
10662 0.004096 0.00305 0.034599
10663 0.003157 0.002499 0.036315
10664 0.003627 0.002784 0.035343
10665 0.003253 0.002946 0.03588
10666 0.003483 0.002663 0.037217
10667 0.003253 0.003114 0.039429
10668 0.003376 0.002453 0.038616
10669 0.003655 0.002513 0.035768
10670 0.003137 0.002563 0.030801
10671 0.003064 0.00241 0.030757
10672 0.0031 0.002429 0.030615
10673 0.003181 0.002507 0.030603
10674 0.003148 0.002414 0.030725
10675 0.003088 0.002458 0.03065
10676 0.003101 0.002436 0.034919
10677 0.003177 0.002438 0.034829
10678 0.003071 0.002437 0.034384
10679 0.003473 0.003159 0.033674
10680 0.003085 0.002415 0.033954
10681 0.003061 0.002417 0.030711
10682 0.003118 0.002436 0.031024
10683 0.003146 0.00249 0.030939
10684 0.003079 0.002412 0.030675
10685 0.003119 0.002436 0.030997
10686 0.003131 0.002418 0.030636
10687 0.00309 0.002669 0.030714
10688 0.003097 0.002442 0.031218
10689 0.003178 0.002424 0.030999
10690 0.003111 0.002422 0.030909
10691 0.003101 0.002541 0.030777
10692 0.003112 0.00244 0.031464
10693 0.003155 0.002421 0.031331
10694 0.003164 0.002462 0.0309
10695 0.003091 0.002506 0.030612
10696 0.003171 0.002627 0.035639
10697 0.003083 0.002524 0.030576
10698 0.003235 0.002415 0.030966
10699 0.003096 0.00248 0.030816
10700 0.003428 0.002446 0.03066
10701 0.00306 0.002532 0.031187
10702 0.003155 0.002458 0.031724
10703 0.003199 0.002422 0.031737
10704 0.003095 0.002702 0.032269
10705 0.003115 0.002417 0.031038
10706 0.003174 0.00259 0.030668
10707 0.003107 0.002524 0.032187
10708 0.003083 0.002423 0.030934
10709 0.003108 0.002439 0.030759
10710 0.003113 0.002479 0.030739
10711 0.003168 0.002655 0.033528
10712 0.003356 0.002638 0.033531
10713 0.003387 0.002777 0.033544
10714 0.003444 0.002768 0.033643
10715 0.003351 0.002679 0.033445
10716 0.003494 0.002649 0.033722
10717 0.003389 0.002646 0.03373
10718 0.003358 0.002644 0.039961
10719 0.004457 0.003489 0.037431
10720 0.003415 0.002664 0.033691
10721 0.003398 0.002667 0.033345
10722 0.003396 0.002655 0.033424
10723 0.003475 0.002729 0.033491
10724 0.003389 0.002711 0.033365
10725 0.003406 0.002674 0.033537
10726 0.003454 0.002642 0.033702
10727 0.003453 0.002642 0.033746
10728 0.003436 0.002763 0.03373
10729 0.003361 0.00265 0.033615
10730 0.003389 0.00265 0.033596
10731 0.004265 0.00276 0.033821
10732 0.003378 0.002791 0.034008
10733 0.00338 0.002793 0.033789
10734 0.003523 0.002644 0.034194
10735 0.003836 0.002644 0.033621
10736 0.00337 0.00266 0.033532
10737 0.003463 0.002652 0.033663
10738 0.003439 0.002645 0.033533
10739 0.00333 0.002661 0.033571
10740 0.003359 0.002666 0.033399
10741 0.003392 0.002651 0.033533
10742 0.003359 0.002651 0.03379
10743 0.003371 0.002725 0.033514
10744 0.003402 0.002652 0.033639
10745 0.003366 0.002745 0.033614
10746 0.003379 0.00267 0.033375
10747 0.003363 0.002646 0.033588
10748 0.003376 0.00275 0.033545
10749 0.003465 0.002668 0.033529
10750 0.003347 0.002648 0.033486
10751 0.003479 0.002655 0.033417
10752 0.003369 0.002653 0.033586
10753 0.00338 0.002653 0.033504
10754 0.003677 0.002653 0.03351
10755 0.00335 0.002668 0.033567
10756 0.003406 0.0027 0.034095
10757 0.003402 0.002656 0.03363
10758 0.003373 0.002678 0.034047
10759 0.003436 0.002859 0.033685
10760 0.003362 0.002685 0.033674
10761 0.003383 0.002655 0.033627
10762 0.003487 0.002657 0.034097
10763 0.003405 0.002657 0.033599
10764 0.003432 0.002778 0.03371
10765 0.003365 0.002655 0.034286
10766 0.003363 0.002656 0.033713
10767 0.00338 0.002693 0.034176
10768 0.003389 0.00266 0.033583
10769 0.003409 0.002786 0.033635
10770 0.003412 0.002708 0.03374
10771 0.003404 0.002661 0.033709
10772 0.003366 0.002657 0.033799
10773 0.003495 0.00266 0.033479
10774 0.003356 0.002851 0.033666
10775 0.003376 0.002654 0.033707
10776 0.003398 0.002654 0.033448
10777 0.003355 0.00266 0.0337
10778 0.00336 0.00266 0.033638
10779 0.003379 0.002661 0.033452
10780 0.003497 0.002662 0.0335
10781 0.003429 0.002792 0.033559
10782 0.003412 0.002672 0.033536
10783 0.003466 0.002663 0.033544
10784 0.003522 0.002919 0.034926
10785 0.004282 0.003382 0.043572
10786 0.003421 0.002661 0.033757
10787 0.003389 0.003025 0.033857
10788 0.003522 0.002665 0.033979
10789 0.003409 0.002694 0.03366
10790 0.003389 0.00267 0.033991
10791 0.003405 0.002764 0.033833
10792 0.003403 0.002665 0.033685
10793 0.003553 0.002679 0.033929
10794 0.003457 0.002672 0.03361
10795 0.003398 0.002663 0.033581
10796 0.003405 0.002662 0.033832
10797 0.003398 0.002665 0.033726
10798 0.003415 0.002714 0.033787
10799 0.003399 0.00274 0.033711
10800 0.003423 0.002683 0.033669
10801 0.003479 0.002698 0.03358
10802 0.003505 0.002667 0.033567
10803 0.00341 0.002733 0.033575
10804 0.003419 0.002671 0.033549
10805 0.00343 0.002699 0.033762
10806 0.003376 0.0027 0.033626
10807 0.003373 0.002705 0.033925
10808 0.003374 0.002697 0.03399
10809 0.003455 0.002687 0.03364
10810 0.003388 0.002662 0.033465
10811 0.003116 0.002442 0.030828
10812 0.003127 0.002462 0.031253
10813 0.003118 0.00244 0.030897
10814 0.003113 0.002591 0.030844
10815 0.003137 0.002445 0.030995
10816 0.003159 0.002529 0.03155
10817 0.003177 0.002442 0.03092
10818 0.003101 0.002482 0.030928
10819 0.003126 0.002459 0.030958
10820 0.003153 0.002447 0.032153
10821 0.003125 0.002521 0.037041
10822 0.003999 0.002946 0.03628
10823 0.003188 0.002737 0.038833
10824 0.003608 0.002478 0.035913
10825 0.00415 0.002919 0.037738
10826 0.003313 0.002478 0.037078
10827 0.003537 0.002992 0.03604
10828 0.003243 0.002641 0.035747
10829 0.003431 0.002624 0.037401
10830 0.003583 0.003115 0.0392
10831 0.003613 0.00253 0.038909
10832 0.00391 0.003061 0.035134
10833 0.003807 0.003331 0.036576
10834 0.003438 0.002584 0.038846
10835 0.003561 0.002598 0.035982
10836 0.003401 0.003196 0.037298
10837 0.003259 0.002794 0.037482
10838 0.004234 0.002643 0.038316
10839 0.003667 0.002957 0.039612
10840 0.003997 0.003104 0.041594
10841 0.004068 0.002586 0.037542
10842 0.004009 0.003109 0.036201
10843 0.003414 0.002747 0.044575
10844 0.003399 0.002871 0.038538
10845 0.003414 0.002453 0.036139
10846 0.003997 0.003026 0.035847
10847 0.003186 0.002598 0.03089
10848 0.003217 0.002503 0.030873
10849 0.003553 0.003235 0.033295
10850 0.003144 0.002455 0.030943
10851 0.0031 0.002454 0.031231
10852 0.003201 0.002478 0.03467
10853 0.003155 0.002474 0.031367
10854 0.003228 0.002452 0.031369
10855 0.003178 0.002732 0.032186
10856 0.003136 0.002507 0.033115
10857 0.003469 0.002884 0.034045
10858 0.003464 0.002546 0.034842
10859 0.003622 0.003238 0.037025
10860 0.003962 0.002618 0.036326
10861 0.003682 0.002474 0.035097
10862 0.003252 0.002465 0.040605
10863 0.004035 0.003105 0.040265
10864 0.003861 0.002828 0.034996
10865 0.00322 0.00257 0.035899
10866 0.003554 0.00262 0.036623
10867 0.003272 0.003143 0.042036
10868 0.003221 0.002548 0.037929
10869 0.003316 0.002743 0.031194
10870 0.003293 0.002477 0.031395
10871 0.003165 0.002489 0.031405
10872 0.00317 0.002497 0.031346
10873 0.003176 0.002461 0.031264
10874 0.003149 0.002483 0.031259
10875 0.003177 0.002455 0.031574
10876 0.003171 0.002643 0.035701
10877 0.003199 0.002479 0.033565
10878 0.00425 0.003148 0.034213
10879 0.003214 0.002596 0.036862
10880 0.003564 0.002493 0.0375
10881 0.004213 0.002958 0.036967
10882 0.003409 0.00256 0.035829
10883 0.003963 0.002561 0.036949
10884 0.003188 0.002626 0.037045
10885 0.003261 0.002776 0.03654
10886 0.003902 0.003127 0.034443
10887 0.00327 0.003006 0.041889
10888 0.003794 0.003257 0.03707
10889 0.003228 0.00248 0.031826
10890 0.003133 0.002594 0.031495
10891 0.003154 0.002467 0.031303
10892 0.003191 0.002514 0.035198
10893 0.003522 0.00249 0.03245
10894 0.004305 0.002854 0.039086
10895 0.003335 0.003056 0.042615
10896 0.003996 0.003097 0.038604
10897 0.004248 0.002808 0.035668
10898 0.003697 0.00256 0.036298
10899 0.003802 0.002682 0.03613
10900 0.003307 0.002559 0.041283
10901 0.003435 0.002474 0.040732
10902 0.003695 0.002614 0.035439
10903 0.003507 0.002626 0.035365
10904 0.003516 0.002519 0.039059
10905 0.004215 0.003278 0.03993
10906 0.003528 0.003243 0.040786
10907 0.003584 0.003366 0.041841
10908 0.003779 0.003233 0.04616
10909 0.004325 0.00344 0.045226
10910 0.004679 0.003005 0.045465
10911 0.004027 0.002997 0.042161
10912 0.003859 0.00287 0.039604
10913 0.004119 0.002935 0.043342
10914 0.004368 0.002728 0.044871
10915 0.0042 0.002771 0.041017
10916 0.004506 0.003392 0.04834
10917 0.004716 0.003806 0.049086
10918 0.005016 0.003559 0.043504
10919 0.003671 0.002862 0.049
10920 0.004807 0.003734 0.051261
10921 0.004645 0.002928 0.041749
10922 0.003957 0.003053 0.041398
10923 0.004756 0.003621 0.041905
10924 0.003829 0.003161 0.04088
10925 0.004575 0.003589 0.042267
10926 0.003785 0.003281 0.038859
10927 0.003962 0.003089 0.043946
10928 0.004285 0.003416 0.041514
10929 0.004157 0.002938 0.040938
10930 0.004101 0.003314 0.039885
10931 0.003813 0.003066 0.040509
10932 0.004302 0.002991 0.046246
10933 0.004436 0.003171 0.037201
10934 0.004421 0.003575 0.037764
10935 0.004722 0.003303 0.04065
10936 0.003677 0.003205 0.036179
10937 0.003492 0.002774 0.037371
10938 0.003781 0.002708 0.041075
10939 0.004583 0.003164 0.036942
10940 0.003516 0.002748 0.035641
10941 0.003513 0.002845 0.046211
10942 0.004333 0.00335 0.038168
10943 0.003956 0.00298 0.044182
10944 0.003849 0.002738 0.039891
10945 0.003531 0.003016 0.035665
10946 0.003497 0.002986 0.035707
10947 0.003461 0.002777 0.035384
10948 0.00351 0.002765 0.035617
10949 0.003943 0.003606 0.035784
10950 0.003471 0.002757 0.036021
10951 0.003653 0.002852 0.036594
10952 0.003689 0.003255 0.037811
10953 0.00403 0.002854 0.041275
10954 0.003912 0.00297 0.042008
10955 0.004387 0.003444 0.046567
10956 0.003932 0.002737 0.042174
10957 0.003583 0.003005 0.042477
10958 0.003726 0.002935 0.042766
10959 0.00377 0.003045 0.041884
10960 0.003738 0.002794 0.040729
10961 0.003908 0.002765 0.040913
10962 0.004725 0.003167 0.037921
10963 0.003701 0.002839 0.042365
10964 0.004224 0.003639 0.046374
10965 0.004782 0.003227 0.041615
10966 0.004637 0.003461 0.048732
10967 0.004596 0.003499 0.04217
10968 0.003726 0.002901 0.038392
10969 0.003538 0.002918 0.044797
10970 0.003525 0.002851 0.038191
10971 0.003583 0.002725 0.040473
10972 0.003776 0.003444 0.04431
10973 0.003702 0.003615 0.041656
10974 0.003839 0.002816 0.042867
10975 0.003669 0.0035 0.040203
10976 0.003735 0.002734 0.042414
10977 0.004 0.003167 0.043773
10978 0.004183 0.00298 0.044984
10979 0.004763 0.003803 0.048184
10980 0.004411 0.003443 0.050692
10981 0.004919 0.003936 0.053526
10982 0.003765 0.003204 0.04677
10983 0.004186 0.003676 0.05451
10984 0.004557 0.003589 0.047506
10985 0.004167 0.003591 0.048078
10986 0.003704 0.003123 0.040816
10987 0.004755 0.003441 0.055153
10988 0.005846 0.004588 0.058921
10989 0.006095 0.004401 0.05624
10990 0.005315 0.004119 0.056543
10991 0.00595 0.004472 0.058857
10992 0.005442 0.003621 0.052404
10993 0.004949 0.00445 0.050372
10994 0.004605 0.004019 0.061111
10995 0.005784 0.004531 0.064132
10996 0.006208 0.004448 0.06231
10997 0.005965 0.004709 0.058046
10998 0.004711 0.003807 0.05228
10999 0.004807 0.003785 0.055796
11000 0.005339 0.003651 0.057853
11001 0.005203 0.003822 0.057808
11002 0.005473 0.003779 0.054573
11003 0.005434 0.004734 0.053033
11004 0.00629 0.00429 0.052532
11005 0.005509 0.004317 0.058981
11006 0.004765 0.004062 0.054004
11007 0.004575 0.0039 0.048959
11008 0.005103 0.003571 0.049158
11009 0.005752 0.003769 0.049917
11010 0.004528 0.003969 0.052472
11011 0.004548 0.003545 0.046201
11012 0.004808 0.003687 0.052125
11013 0.004551 0.003719 0.046112
11014 0.00466 0.003632 0.048616
11015 0.00534 0.003866 0.057919
11016 0.005755 0.004473 0.054789
11017 0.00452 0.004093 0.052374
11018 0.004689 0.003533 0.049762
11019 0.005029 0.003805 0.056977
11020 0.004806 0.003983 0.053876
11021 0.00486 0.004015 0.047453
11022 0.004829 0.003586 0.048611
11023 0.005237 0.003775 0.052113
11024 0.005031 0.003605 0.046905
11025 0.005595 0.00424 0.04949
11026 0.004933 0.004041 0.047675
11027 0.00465 0.003827 0.046327
11028 0.004563 0.004023 0.054721
11029 0.005038 0.004182 0.05078
11030 0.005465 0.004672 0.049909
11031 0.00512 0.00361 0.050191
11032 0.004667 0.00359 0.045356
11033 0.004812 0.003857 0.047673
11034 0.004732 0.003577 0.05006
11035 0.004641 0.0038 0.047049
11036 0.004817 0.003744 0.052325
