N iter1 iter2 matriz
3470 0.000978 0.000783 0.00977
3471 0.000981 0.000783 0.009779
3472 0.001001 0.000784 0.00978
3473 0.000982 0.000783 0.009835
3474 0.000973 0.00079 0.009874
3475 0.00099 0.000797 0.009829
3476 0.000975 0.000784 0.009811
3477 0.000973 0.000785 0.009816
3478 0.000992 0.000785 0.010562
3479 0.000991 0.000786 0.009849
3480 0.000981 0.000786 0.010651
3481 0.000985 0.000786 0.010283
3482 0.000999 0.000788 0.009839
3483 0.001002 0.000786 0.009847
3484 0.000991 0.000793 0.0106
3485 0.001057 0.000788 0.009915
3486 0.000987 0.000802 0.01055
3487 0.000991 0.000788 0.010338
3488 0.000992 0.000789 0.010394
3489 0.001148 0.000852 0.009886
3490 0.000979 0.000803 0.01034
3491 0.00115 0.000841 0.009909
3492 0.000982 0.000793 0.01071
3493 0.000993 0.000802 0.010341
3494 0.00099 0.000831 0.010518
3495 0.001096 0.000802 0.009916
3496 0.000987 0.000789 0.01059
3497 0.001029 0.000889 0.009939
3498 0.000988 0.00079 0.010193
3499 0.001099 0.0008 0.01001
3500 0.000997 0.000808 0.013126
3501 0.001391 0.00111 0.01266
3502 0.001173 0.00081 0.011545
3503 0.001 0.000792 0.010024
3504 0.000995 0.000791 0.009889
3505 0.000992 0.000797 0.009915
3506 0.000991 0.000796 0.00987
3507 0.000988 0.000795 0.009911
3508 0.000983 0.000792 0.00992
3509 0.000981 0.000793 0.009912
3510 0.00099 0.000792 0.009906
3511 0.001015 0.000793 0.009928
3512 0.000995 0.000865 0.010029
3513 0.000995 0.000794 0.009918
3514 0.000995 0.00082 0.00998
3515 0.001005 0.000794 0.010013
3516 0.000999 0.000795 0.010066
3517 0.000997 0.000794 0.00993
3518 0.001001 0.000794 0.010073
3519 0.001007 0.000814 0.00999
3520 0.001009 0.000794 0.009981
3521 0.001004 0.000817 0.010008
3522 0.001011 0.000796 0.01002
3523 0.001003 0.000796 0.009947
3524 0.000996 0.0008 0.010125
3525 0.000999 0.000803 0.009985
3526 0.001005 0.0008 0.010029
3527 0.001004 0.000802 0.010053
3528 0.001032 0.000802 0.010062
3529 0.00101 0.000802 0.009981
3530 0.000999 0.000796 0.010103
3531 0.001001 0.000796 0.009999
3532 0.001006 0.000798 0.01
3533 0.001008 0.000798 0.010061
3534 0.001002 0.000797 0.010141
3535 0.00099 0.000798 0.009964
3536 0.001002 0.000798 0.01005
3537 0.001009 0.000799 0.010056
3538 0.001012 0.000798 0.010019
3539 0.001008 0.000818 0.010001
3540 0.001003 0.000822 0.010021
3541 0.001002 0.000799 0.010073
3542 0.001003 0.00082 0.010036
3543 0.001002 0.0008 0.010033
3544 0.001003 0.000833 0.010266
3545 0.001219 0.000857 0.013726
3546 0.001414 0.001059 0.012746
3547 0.001046 0.000802 0.010084
3548 0.001016 0.000801 0.010242
3549 0.001017 0.000802 0.010089
3550 0.001017 0.000802 0.010664
3551 0.001028 0.000802 0.01012
3552 0.001028 0.000802 0.010165
3553 0.001021 0.000803 0.01005
3554 0.001019 0.000802 0.010116
3555 0.001013 0.000803 0.010095
3556 0.00103 0.000803 0.010262
3557 0.001023 0.000804 0.010068
3558 0.001013 0.000831 0.010131
3559 0.001014 0.000823 0.010126
3560 0.001013 0.000804 0.010151
3561 0.00102 0.000804 0.010055
3562 0.001018 0.000804 0.010183
3563 0.001016 0.000804 0.010107
3564 0.001014 0.000804 0.010143
3565 0.00103 0.000806 0.010077
3566 0.001022 0.000805 0.01116
3567 0.001013 0.000806 0.010061
3568 0.001006 0.000805 0.010255
3569 0.001004 0.000806 0.010083
3570 0.000999 0.000806 0.010099
3571 0.001 0.000806 0.01036
3572 0.0011 0.000808 0.01024
3573 0.001014 0.000807 0.010135
3574 0.001023 0.000807 0.010222
3575 0.001022 0.000808 0.010071
3576 0.001018 0.000807 0.010126
3577 0.001015 0.000807 0.010234
3578 0.001014 0.000808 0.010156
3579 0.001036 0.000808 0.010123
3580 0.001013 0.00083 0.010282
3581 0.001023 0.000809 0.010176
3582 0.001014 0.000809 0.010182
3583 0.001056 0.000809 0.010136
3584 0.001021 0.000829 0.01017
3585 0.001015 0.000809 0.010185
3586 0.00102 0.00081 0.010153
3587 0.001083 0.000813 0.010188
3588 0.001006 0.00081 0.013423
3589 0.001409 0.001068 0.010733
3590 0.001107 0.000861 0.010698
3591 0.001013 0.000817 0.010154
3592 0.001033 0.000816 0.010126
3593 0.001013 0.000816 0.010164
3594 0.001011 0.000815 0.010153
3595 0.001013 0.000816 0.010128
3596 0.001034 0.000816 0.010155
3597 0.001005 0.000816 0.010137
3598 0.001005 0.000816 0.010192
3599 0.001013 0.000821 0.010155
3600 0.001009 0.000819 0.010148
3601 0.001006 0.000816 0.010138
3602 0.001013 0.000816 0.010144
3603 0.001009 0.000817 0.010144
3604 0.001015 0.000817 0.010157
3605 0.001012 0.000818 0.010148
3606 0.001015 0.000817 0.01017
3607 0.001008 0.000819 0.010187
3608 0.001008 0.000818 0.010165
3609 0.001016 0.000818 0.010189
3610 0.001016 0.000819 0.010176
3611 0.001016 0.000819 0.010184
3612 0.001012 0.000819 0.010184
3613 0.001017 0.000819 0.01019
3614 0.001016 0.00082 0.01019
3615 0.001009 0.000907 0.010231
3616 0.001015 0.000821 0.010675
3617 0.001209 0.000838 0.010231
3618 0.001128 0.000891 0.010797
3619 0.001031 0.000825 0.011051
3620 0.001029 0.000818 0.010924
3621 0.001058 0.000828 0.010331
3622 0.001101 0.000951 0.010585
3623 0.001032 0.000822 0.011042
3624 0.001022 0.000819 0.011114
3625 0.00103 0.00082 0.010449
3626 0.001202 0.000974 0.01039
3627 0.001032 0.000831 0.011021
3628 0.001029 0.00082 0.011122
3629 0.001072 0.000821 0.010247
3630 0.001015 0.000819 0.010336
3631 0.001016 0.00082 0.010298
3632 0.001024 0.000819 0.012694
3633 0.00133 0.001028 0.011448
3634 0.001129 0.000882 0.010731
3635 0.001029 0.000826 0.010289
3636 0.001019 0.000825 0.010253
3637 0.001025 0.000824 0.01049
3638 0.001037 0.000832 0.010362
3639 0.001043 0.000822 0.010338
3640 0.001036 0.000827 0.010255
3641 0.001025 0.000829 0.010271
3642 0.001024 0.000822 0.010293
3643 0.001039 0.000829 0.0103
3644 0.001027 0.000821 0.010308
3645 0.001019 0.000822 0.010319
3646 0.001025 0.000822 0.01028
3647 0.001036 0.00083 0.010299
3648 0.001053 0.001067 0.010339
3649 0.001024 0.000824 0.010355
3650 0.001034 0.000823 0.01032
3651 0.001039 0.000823 0.010314
3652 0.001031 0.000829 0.010311
3653 0.001029 0.000833 0.010608
3654 0.001038 0.000838 0.010299
3655 0.001022 0.000837 0.010356
3656 0.001023 0.000834 0.010321
3657 0.001045 0.000825 0.010335
3658 0.001031 0.000826 0.010306
3659 0.001035 0.000826 0.010368
3660 0.001046 0.000826 0.010324
3661 0.001039 0.000826 0.010358
3662 0.001033 0.000826 0.010318
3663 0.001037 0.000826 0.010375
3664 0.001027 0.000827 0.010334
3665 0.001027 0.000827 0.010335
3666 0.001024 0.000827 0.010343
3667 0.001024 0.000825 0.010346
3668 0.001036 0.000827 0.010352
3669 0.001025 0.000828 0.010348
3670 0.001032 0.000828 0.010369
3671 0.001033 0.000828 0.010361
3672 0.001032 0.000832 0.010358
3673 0.001035 0.000833 0.010337
3674 0.001025 0.000832 0.010391
3675 0.001034 0.00083 0.013318
3676 0.001343 0.001044 0.011116
3677 0.001063 0.000829 0.01092
3678 0.001048 0.000832 0.010412
3679 0.001041 0.00083 0.010375
3680 0.001039 0.000831 0.010389
3681 0.001036 0.000831 0.010421
3682 0.00103 0.00083 0.010377
3683 0.001029 0.000834 0.010389
3684 0.00103 0.000835 0.010408
3685 0.001037 0.000834 0.010406
3686 0.001041 0.000832 0.010413
3687 0.001036 0.000833 0.010389
3688 0.001037 0.000832 0.010404
3689 0.001034 0.000833 0.010415
3690 0.001031 0.000833 0.010393
3691 0.00103 0.000833 0.010459
3692 0.001047 0.00086 0.010433
3693 0.001053 0.000833 0.010521
3694 0.001052 0.000853 0.01041
3695 0.001046 0.000834 0.010436
3696 0.001056 0.000853 0.010433
3697 0.001054 0.000839 0.010465
3698 0.00105 0.000849 0.010452
3699 0.001054 0.000835 0.010433
3700 0.001051 0.000835 0.010445
3701 0.00105 0.000835 0.010496
3702 0.001054 0.000836 0.010473
3703 0.001054 0.000847 0.01053
3704 0.001057 0.00085 0.010455
3705 0.001064 0.000878 0.010488
3706 0.001049 0.000841 0.010506
3707 0.001095 0.000843 0.01049
3708 0.001054 0.000856 0.010491
3709 0.0011 0.000837 0.010496
3710 0.001063 0.000838 0.010574
3711 0.001051 0.000838 0.010522
3712 0.00105 0.000838 0.010746
3713 0.001329 0.00084 0.010627
3714 0.00106 0.000846 0.010652
3715 0.001053 0.000845 0.010513
3716 0.001057 0.00086 0.011016
3717 0.001067 0.00086 0.010581
3718 0.001068 0.001123 0.016211
3719 0.001348 0.001093 0.012842
3720 0.001092 0.000861 0.011165
3721 0.001064 0.000841 0.010768
3722 0.001113 0.000845 0.010824
3723 0.00105 0.000841 0.010695
3724 0.001061 0.000855 0.010637
3725 0.001063 0.000852 0.010651
3726 0.001069 0.000861 0.010575
3727 0.001063 0.000841 0.013255
3728 0.001227 0.001105 0.011016
3729 0.001057 0.000842 0.01083
3730 0.0014 0.001094 0.013296
3731 0.00107 0.000851 0.010916
3732 0.001153 0.001108 0.016036
3733 0.001427 0.001134 0.015799
3734 0.001464 0.001119 0.013136
3735 0.001063 0.000906 0.011458
3736 0.001068 0.000843 0.010735
3737 0.001053 0.000843 0.010553
3738 0.001054 0.000847 0.010545
3739 0.001051 0.000843 0.010531
3740 0.001047 0.000843 0.010555
3741 0.001045 0.000847 0.010767
3742 0.001341 0.001099 0.01515
3743 0.001417 0.001115 0.013631
3744 0.001057 0.00085 0.015118
3745 0.001448 0.000948 0.011494
3746 0.00113 0.00085 0.011297
3747 0.001105 0.000849 0.010752
3748 0.001097 0.0009 0.010899
3749 0.001066 0.000847 0.010829
3750 0.001064 0.000846 0.011579
3751 0.001062 0.000875 0.010911
3752 0.001177 0.000847 0.010827
3753 0.001113 0.000875 0.010782
3754 0.001065 0.000858 0.011856
3755 0.00107 0.000865 0.010986
3756 0.00109 0.000855 0.011647
3757 0.001222 0.000854 0.010825
3758 0.001139 0.000875 0.010761
3759 0.001086 0.000854 0.010772
3760 0.001081 0.00085 0.012095
3761 0.001189 0.000958 0.011025
3762 0.001295 0.000856 0.011603
3763 0.001145 0.000866 0.011951
3764 0.001114 0.000854 0.010811
3765 0.001079 0.000852 0.010733
3766 0.001076 0.000869 0.010718
3767 0.001065 0.000963 0.011728
3768 0.001116 0.000856 0.010861
3769 0.001081 0.000857 0.01088
3770 0.001085 0.000855 0.01067
3771 0.001097 0.000898 0.010786
3772 0.001087 0.000871 0.010802
3773 0.001091 0.000852 0.010793
3774 0.001074 0.00088 0.010892
3775 0.001137 0.000853 0.010747
3776 0.001116 0.001067 0.01148
3777 0.001086 0.000866 0.011166
3778 0.001064 0.000854 0.011858
3779 0.001066 0.000864 0.01115
3780 0.001073 0.000854 0.010718
3781 0.001058 0.001027 0.011642
3782 0.001068 0.000878 0.011055
3783 0.001098 0.000855 0.010869
3784 0.001099 0.000857 0.011783
3785 0.001142 0.000875 0.010782
3786 0.001342 0.001063 0.010828
3787 0.001087 0.000855 0.010737
3788 0.001064 0.000855 0.010856
3789 0.001069 0.000856 0.011379
3790 0.001258 0.000861 0.010743
3791 0.001078 0.000912 0.011484
3792 0.001099 0.000882 0.011566
3793 0.001091 0.000857 0.011487
3794 0.001157 0.000857 0.012602
3795 0.001375 0.001109 0.014836
3796 0.001355 0.001087 0.014709
3797 0.001434 0.001084 0.015346
3798 0.001401 0.001114 0.013549
3799 0.001413 0.001094 0.014833
3800 0.001419 0.001096 0.013473
3801 0.001078 0.000876 0.011945
3802 0.001072 0.000859 0.011605
3803 0.001095 0.000872 0.010816
3804 0.001117 0.000898 0.011066
3805 0.001176 0.000864 0.011044
3806 0.001092 0.000859 0.01098
3807 0.0011 0.000868 0.010838
3808 0.001118 0.00087 0.011077
3809 0.001091 0.00087 0.010928
3810 0.001085 0.00086 0.011084
3811 0.001085 0.000865 0.010793
3812 0.001102 0.00088 0.010822
3813 0.00109 0.000901 0.010923
3814 0.00109 0.000862 0.011159
3815 0.001092 0.000867 0.010784
3816 0.001083 0.000865 0.01079
3817 0.001093 0.000862 0.010844
3818 0.001079 0.000862 0.010914
3819 0.001087 0.000862 0.010807
3820 0.001082 0.000888 0.010811
3821 0.001085 0.000862 0.010818
3822 0.001107 0.000862 0.010871
3823 0.001089 0.000869 0.010842
3824 0.001085 0.000862 0.010802
3825 0.001086 0.000867 0.010855
3826 0.001089 0.000865 0.01086
3827 0.001116 0.000863 0.010992
3828 0.001101 0.000864 0.010872
3829 0.001092 0.000864 0.010798
3830 0.001084 0.000869 0.010918
3831 0.0011 0.000869 0.010869
3832 0.001077 0.000874 0.010966
3833 0.001082 0.000866 0.011046
3834 0.001076 0.000871 0.010866
3835 0.001117 0.000866 0.010871
3836 0.001086 0.000866 0.010999
3837 0.001084 0.000874 0.011006
3838 0.001084 0.000867 0.010921
3839 0.001079 0.000902 0.010843
3840 0.001084 0.000866 0.01372
3841 0.001097 0.000868 0.011287
3842 0.001081 0.000867 0.01121
3843 0.001106 0.000901 0.011187
3844 0.001122 0.000868 0.011186
3845 0.001107 0.000877 0.010961
3846 0.001091 0.000868 0.011231
3847 0.001101 0.000875 0.010906
3848 0.001097 0.000869 0.010923
3849 0.001089 0.000868 0.010906
3850 0.001089 0.00088 0.010908
3851 0.001088 0.000874 0.010905
3852 0.001103 0.00087 0.010839
3853 0.001112 0.000869 0.010917
3854 0.001095 0.000869 0.010916
3855 0.001103 0.00087 0.010953
3856 0.001099 0.000874 0.01089
3857 0.001111 0.00087 0.010887
3858 0.00109 0.000871 0.010965
3859 0.001099 0.000871 0.011445
3860 0.001102 0.000878 0.011009
3861 0.001098 0.000889 0.011217
3862 0.001113 0.000873 0.011052
3863 0.001111 0.000877 0.011365
3864 0.001112 0.000874 0.010966
3865 0.001108 0.001048 0.010944
3866 0.001126 0.000873 0.011229
3867 0.00109 0.000883 0.010923
3868 0.001087 0.000872 0.0117
3869 0.001088 0.000874 0.010952
3870 0.001123 0.000879 0.011218
3871 0.001094 0.000875 0.010976
3872 0.001083 0.000873 0.01119
3873 0.001092 0.000874 0.011173
3874 0.00113 0.00089 0.011188
3875 0.001106 0.00088 0.010954
3876 0.001096 0.000878 0.011248
3877 0.001092 0.000882 0.010978
3878 0.001143 0.000876 0.011089
3879 0.001107 0.000876 0.011186
3880 0.001109 0.000877 0.010968
3881 0.001103 0.000881 0.011257
3882 0.001099 0.000878 0.010989
3883 0.001086 0.000876 0.011095
3884 0.00109 0.000883 0.010974
3885 0.001092 0.000909 0.010998
3886 0.001092 0.000877 0.011091
3887 0.001089 0.000877 0.011236
3888 0.001097 0.000883 0.011017
3889 0.001112 0.000918 0.011241
3890 0.001099 0.000879 0.010976
3891 0.001252 0.000879 0.011069
3892 0.001107 0.000879 0.01149
3893 0.001111 0.00088 0.010995
3894 0.001126 0.000879 0.011173
3895 0.00111 0.000886 0.011132
3896 0.001112 0.000896 0.011171
3897 0.001097 0.000879 0.011004
3898 0.00109 0.000884 0.011102
3899 0.001101 0.000885 0.011045
3900 0.0011 0.00088 0.011085
3901 0.0011 0.000879 0.011013
3902 0.001093 0.000891 0.011085
3903 0.001097 0.000879 0.011051
3904 0.001161 0.000887 0.011125
3905 0.001122 0.000882 0.011173
3906 0.001116 0.000888 0.011088
3907 0.001122 0.000882 0.01112
3908 0.001111 0.000882 0.01104
3909 0.00111 0.000912 0.011575
3910 0.001113 0.000884 0.01102
3911 0.001094 0.000883 0.011142
3912 0.001104 0.000883 0.011086
3913 0.001108 0.000883 0.011142
3914 0.001099 0.000883 0.011225
3915 0.001109 0.000956 0.01108
3916 0.001108 0.0009 0.011226
3917 0.00112 0.000885 0.01111
3918 0.001117 0.000889 0.011112
3919 0.001116 0.000955 0.012189
3920 0.001117 0.000893 0.011412
3921 0.001119 0.000893 0.011942
3922 0.001123 0.000887 0.01109
3923 0.001315 0.001131 0.012597
3924 0.00116 0.000986 0.011795
3925 0.001105 0.00089 0.011334
3926 0.001141 0.000887 0.01139
3927 0.00112 0.000887 0.011856
3928 0.001176 0.000888 0.011087
3929 0.001235 0.000897 0.0117
3930 0.001118 0.000895 0.011782
3931 0.001145 0.000887 0.011677
3932 0.001118 0.000887 0.011719
3933 0.001212 0.000889 0.011384
3934 0.00116 0.001092 0.011701
3935 0.001131 0.001019 0.012791
3936 0.001131 0.000889 0.012107
3937 0.001128 0.000889 0.011712
3938 0.001126 0.00089 0.011827
3939 0.001134 0.00089 0.011201
3940 0.001218 0.000899 0.01128
3941 0.001303 0.001146 0.011361
3942 0.001117 0.000893 0.011875
3943 0.001114 0.000896 0.011277
3944 0.001122 0.00089 0.011828
3945 0.001116 0.000891 0.011284
3946 0.001422 0.000921 0.011164
3947 0.001112 0.00089 0.011384
3948 0.00111 0.000891 0.011396
3949 0.001134 0.000895 0.011592
3950 0.001114 0.0009 0.011676
3951 0.001213 0.000909 0.011166
3952 0.001199 0.001123 0.012786
3953 0.001122 0.000894 0.012397
3954 0.001115 0.000918 0.0128
3955 0.001116 0.000894 0.011829
3956 0.001124 0.000956 0.011828
3957 0.001125 0.00091 0.01195
3958 0.001157 0.000906 0.011803
3959 0.001119 0.000967 0.011302
3960 0.001118 0.000893 0.011896
3961 0.001137 0.000894 0.011431
3962 0.001115 0.000903 0.011349
3963 0.001239 0.0011 0.015449
3964 0.001422 0.001128 0.015835
3965 0.00146 0.001174 0.015955
3966 0.001408 0.001157 0.015001
3967 0.001447 0.001147 0.014995
3968 0.001593 0.001257 0.015402
3969 0.001447 0.00114 0.0151
3970 0.001132 0.000948 0.013784
3971 0.001197 0.001008 0.014714
3972 0.001121 0.000986 0.014273
3973 0.001137 0.000898 0.012715
3974 0.001133 0.000914 0.012526
3975 0.001332 0.000913 0.012381
3976 0.00141 0.001273 0.012961
3977 0.001236 0.000975 0.014207
3978 0.001451 0.001164 0.013772
3979 0.001248 0.001115 0.013339
3980 0.00124 0.000938 0.013037
3981 0.001434 0.00115 0.01608
3982 0.001383 0.001096 0.015594
3983 0.001478 0.001151 0.017154
3984 0.001543 0.001153 0.017159
3985 0.001452 0.00117 0.014276
3986 0.001148 0.000911 0.013766
3987 0.00113 0.000989 0.013416
3988 0.001162 0.000915 0.013646
3989 0.001184 0.000918 0.012762
3990 0.001211 0.000932 0.013458
3991 0.001155 0.000933 0.012179
3992 0.001382 0.000927 0.012234
3993 0.00116 0.000916 0.012373
3994 0.001471 0.001168 0.012182
3995 0.001204 0.000934 0.012187
3996 0.001149 0.001097 0.012575
3997 0.001278 0.000957 0.012754
3998 0.001145 0.000954 0.014766
3999 0.001204 0.000957 0.014745
4000 0.001238 0.000907 0.012635
4001 0.001217 0.00091 0.013276
4002 0.001379 0.000949 0.014562
4003 0.001506 0.001142 0.016087
4004 0.001181 0.000927 0.013066
4005 0.00117 0.001262 0.013814
4006 0.001141 0.001003 0.013756
4007 0.001213 0.000924 0.012547
4008 0.001178 0.001021 0.012471
4009 0.001234 0.000913 0.014225
4010 0.001167 0.000909 0.013921
4011 0.001155 0.000916 0.012018
4012 0.00116 0.000934 0.011948
4013 0.001297 0.001133 0.012812
4014 0.001184 0.001035 0.012158
4015 0.00115 0.000936 0.01264
4016 0.001156 0.00092 0.012269
4017 0.001246 0.000936 0.014292
4018 0.001284 0.000934 0.012433
4019 0.001184 0.001084 0.013303
4020 0.001187 0.000912 0.012786
4021 0.00115 0.00102 0.012324
4022 0.001141 0.00091 0.012324
4023 0.001336 0.000963 0.01253
4024 0.001365 0.001174 0.011881
4025 0.001197 0.00091 0.012488
4026 0.001149 0.000927 0.014786
4027 0.001458 0.001165 0.01384
4028 0.001559 0.001197 0.015734
4029 0.00119 0.000934 0.012062
4030 0.00149 0.000947 0.011988
4031 0.001175 0.000929 0.01297
4032 0.001177 0.000913 0.012335
4033 0.001245 0.001011 0.01379
4034 0.001439 0.001166 0.016108
4035 0.001436 0.001157 0.013719
4036 0.001163 0.000911 0.012836
4037 0.001253 0.000915 0.011692
4038 0.001368 0.000925 0.011424
4039 0.001153 0.000911 0.011649
4040 0.001137 0.00091 0.011575
4041 0.001296 0.00099 0.014672
4042 0.001449 0.001158 0.016117
4043 0.001456 0.001156 0.013829
4044 0.001154 0.000914 0.011819
4045 0.001159 0.000922 0.011757
4046 0.001181 0.000914 0.011588
4047 0.001179 0.000933 0.012011
4048 0.001262 0.000922 0.011978
4049 0.001165 0.00105 0.012018
4050 0.001182 0.000915 0.012397
4051 0.001177 0.000916 0.014973
4052 0.001485 0.00111 0.012336
4053 0.001152 0.000915 0.014136
4054 0.001452 0.00119 0.012958
4055 0.001207 0.000918 0.012356
4056 0.001144 0.000918 0.01319
4057 0.001467 0.001177 0.012531
4058 0.001203 0.000918 0.011852
4059 0.001182 0.000927 0.011522
4060 0.001156 0.000941 0.011925
4061 0.001166 0.000917 0.015102
4062 0.001332 0.000927 0.011576
4063 0.00116 0.000918 0.011988
4064 0.001185 0.000939 0.011643
4065 0.001156 0.000924 0.011963
4066 0.001197 0.001187 0.011749
4067 0.00122 0.000931 0.014029
4068 0.001549 0.001176 0.012961
4069 0.001171 0.000934 0.0175
4070 0.001503 0.001231 0.017681
4071 0.001601 0.001148 0.017237
4072 0.001516 0.00119 0.017039
4073 0.001542 0.001207 0.017379
4074 0.001523 0.001238 0.014354
4075 0.001177 0.000923 0.011912
4076 0.001197 0.000985 0.012604
4077 0.001171 0.000959 0.012373
4078 0.001194 0.000975 0.012391
4079 0.001159 0.000947 0.012381
4080 0.001194 0.000931 0.013283
4081 0.001169 0.000928 0.015485
4082 0.00141 0.001181 0.014819
4083 0.001185 0.000925 0.013891
4084 0.001453 0.001165 0.015006
4085 0.00118 0.00102 0.013765
4086 0.001157 0.000928 0.012818
4087 0.001275 0.000951 0.013375
4088 0.001457 0.001169 0.01473
4089 0.001166 0.000923 0.014009
4090 0.001176 0.000924 0.012031
4091 0.001195 0.000929 0.012256
4092 0.001221 0.00111 0.011812
4093 0.00116 0.000986 0.013452
4094 0.001167 0.000953 0.012168
4095 0.001155 0.000929 0.014556
4096 0.001255 0.000924 0.012333
4097 0.001158 0.000925 0.012137
4098 0.001173 0.000946 0.012981
4099 0.001195 0.00093 0.012006
4100 0.001228 0.001033 0.011967
4101 0.001452 0.000936 0.0124
4102 0.001181 0.000989 0.012708
4103 0.001181 0.000927 0.013004
4104 0.001198 0.000928 0.012786
4105 0.001268 0.000932 0.013049
4106 0.001171 0.001019 0.013494
4107 0.001173 0.000942 0.013
4108 0.001211 0.000947 0.013249
4109 0.001569 0.00125 0.014576
4110 0.00128 0.001059 0.013535
4111 0.001346 0.001207 0.013883
4112 0.001289 0.000937 0.013147
4113 0.001193 0.000941 0.013797
4114 0.001188 0.000945 0.012428
4115 0.001203 0.00093 0.012052
4116 0.001491 0.001204 0.012337
4117 0.001198 0.000962 0.012234
4118 0.001171 0.000935 0.013044
4119 0.001164 0.000929 0.012461
4120 0.001198 0.000931 0.013968
4121 0.001213 0.000932 0.011966
4122 0.001326 0.001 0.013308
4123 0.001269 0.000936 0.01205
4124 0.00122 0.000962 0.012751
4125 0.001622 0.00101 0.012326
4126 0.001572 0.001034 0.012783
4127 0.00117 0.001025 0.012992
4128 0.00117 0.000933 0.012619
4129 0.001214 0.000933 0.013486
4130 0.001239 0.000945 0.012834
4131 0.001204 0.000933 0.012765
4132 0.001171 0.001092 0.012875
4133 0.00131 0.001035 0.013297
4134 0.001563 0.001187 0.017154
4135 0.001473 0.001243 0.013049
4136 0.00119 0.000934 0.011969
4137 0.001268 0.001157 0.012383
4138 0.001186 0.00096 0.012475
4139 0.001263 0.000935 0.012679
4140 0.001322 0.001223 0.012514
4141 0.001171 0.000983 0.013117
4142 0.001174 0.000936 0.013119
4143 0.001286 0.001041 0.012864
4144 0.001194 0.000937 0.012793
4145 0.001174 0.00096 0.012382
4146 0.001318 0.000938 0.012165
4147 0.001202 0.000937 0.011898
4148 0.001171 0.000936 0.012106
4149 0.001276 0.000986 0.01245
4150 0.001215 0.000955 0.012428
4151 0.001198 0.000938 0.012633
4152 0.001198 0.000948 0.012449
4153 0.001194 0.000949 0.01249
4154 0.001195 0.000938 0.011941
4155 0.001453 0.000972 0.012201
4156 0.001198 0.000994 0.01257
4157 0.001225 0.001003 0.016742
4158 0.001555 0.001172 0.016933
4159 0.001618 0.001228 0.017045
4160 0.001492 0.001191 0.016829
4161 0.001425 0.001011 0.015409
4162 0.001191 0.001112 0.013789
4163 0.001417 0.001214 0.016587
4164 0.001478 0.00119 0.016454
4165 0.001534 0.001192 0.012704
4166 0.001285 0.000994 0.012924
4167 0.001206 0.001202 0.013021
4168 0.001179 0.000953 0.013407
4169 0.001189 0.001009 0.013393
4170 0.001208 0.000957 0.013543
4171 0.001181 0.000943 0.012862
4172 0.001249 0.000991 0.013919
4173 0.001263 0.000951 0.013543
4174 0.001497 0.00125 0.01535
4175 0.001218 0.001077 0.013057
4176 0.001221 0.000979 0.013487
4177 0.001256 0.001205 0.013615
4178 0.001215 0.000982 0.014539
4179 0.001455 0.001005 0.012089
4180 0.001402 0.001282 0.017038
4181 0.001237 0.000992 0.012596
4182 0.001383 0.000965 0.013677
4183 0.001204 0.000952 0.013194
4184 0.001582 0.001256 0.016477
4185 0.001555 0.001237 0.014956
4186 0.001307 0.000957 0.012462
4187 0.001212 0.000947 0.012047
4188 0.001209 0.000945 0.013045
4189 0.001482 0.001217 0.013223
4190 0.001282 0.000947 0.011966
4191 0.001473 0.000956 0.016567
4192 0.001544 0.001218 0.0165
4193 0.001485 0.00121 0.014613
4194 0.001197 0.000961 0.013509
4195 0.001512 0.0012 0.014039
4196 0.001521 0.001199 0.015089
4197 0.001502 0.001204 0.015961
4198 0.001196 0.000953 0.014586
4199 0.001232 0.000985 0.012583
4200 0.001208 0.000949 0.013226
4201 0.001626 0.001083 0.012957
4202 0.001206 0.001066 0.013445
4203 0.001525 0.001251 0.012954
4204 0.001357 0.001011 0.01194
4205 0.00129 0.001235 0.016462
4206 0.001579 0.00123 0.016518
4207 0.001592 0.001197 0.016794
4208 0.00151 0.001221 0.016575
4209 0.001598 0.001264 0.014953
4210 0.001528 0.001222 0.016657
4211 0.001545 0.001222 0.016691
4212 0.001558 0.001346 0.016381
4213 0.001242 0.00101 0.012107
4214 0.001289 0.000952 0.011998
4215 0.001262 0.001056 0.01257
4216 0.001226 0.00105 0.013741
4217 0.001248 0.001019 0.016139
4218 0.001497 0.001222 0.015006
4219 0.001252 0.001033 0.012371
4220 0.001199 0.001083 0.013327
4221 0.001196 0.000953 0.012546
4222 0.00122 0.000952 0.013598
4223 0.00124 0.00112 0.012765
4224 0.001212 0.000955 0.013046
4225 0.001212 0.000959 0.013137
4226 0.001221 0.000976 0.013193
4227 0.001233 0.000994 0.012434
4228 0.001211 0.000956 0.013014
4229 0.001361 0.001279 0.012736
4230 0.001514 0.001142 0.012252
4231 0.001226 0.001086 0.013075
4232 0.001211 0.001023 0.012196
4233 0.001218 0.00107 0.01372
4234 0.001214 0.000977 0.012235
4235 0.001203 0.000978 0.01349
4236 0.001206 0.000964 0.012073
4237 0.001205 0.000956 0.012715
4238 0.00124 0.000959 0.01355
4239 0.001223 0.000966 0.012813
4240 0.001347 0.000964 0.013223
4241 0.001214 0.000965 0.013292
4242 0.001303 0.001044 0.012538
4243 0.001217 0.000959 0.012342
4244 0.001313 0.001215 0.012515
4245 0.001204 0.000959 0.012417
4246 0.001208 0.00096 0.012747
